noise,seed,method,l1_spearman,l2_spearman
0.05,71,HeatGeo,0.7733489056622906,0.725303828073947
0.05,71,DTNE,0.792689016744859,0.7480695061997967
0.05,71,EntroPath,0.866989285377674,0.845875987380327
0.1,42,Euclidean,0.5211516823043655,
0.1,42,Isomap,0.8315889083070065,0.7645441325369892
0.1,42,Shortest Path,0.8315889083070065,0.8051651584546028
0.1,42,Diffusion Maps,0.5137448518966692,0.9108847785078726
0.1,42,PHATE,0.8401752646931574,0.8359144171297362
0.1,42,HeatGeo,0.8107993110819676,0.7841721923093681
0.1,42,DTNE,0.8511997364447991,0.8682636513068849
0.1,42,EntroPath,0.8637298298885627,0.8347643958953952
0.1,43,Euclidean,0.5196730042205788,
0.1,43,Isomap,0.8240155353968276,0.7564448788493346
0.1,43,Shortest Path,0.8240155353968276,0.7784772124695982
0.1,43,Diffusion Maps,0.5187535175966361,0.9157097016774153
0.1,43,PHATE,0.8039637114247815,0.7800144058703526
0.1,43,HeatGeo,0.7851090976253893,0.7404486134283359
0.1,43,DTNE,0.8180181496972211,0.7824611536661724
0.1,43,EntroPath,0.8803341001461692,0.8625001657525461
0.1,44,Euclidean,0.5283845407508558,
0.1,44,Isomap,0.8304385887651033,0.7885211210732996
0.1,44,Shortest Path,0.8304385887651033,0.8343828832404191
0.1,44,Diffusion Maps,0.48983450214822133,0.9000329291980826
0.1,44,PHATE,0.8033880315285271,0.7984927531445903
0.1,44,HeatGeo,0.7809482217835646,0.7776986466987248
0.1,44,DTNE,0.8043214118996437,0.8077076712921025
0.1,44,EntroPath,0.8792755304604254,0.8813787520209054
0.1,45,Euclidean,0.5193453204087028,
0.1,45,Isomap,0.8019266479621193,0.7408754741026669
0.1,45,Shortest Path,0.8019266479621193,0.7721715638727774
0.1,45,Diffusion Maps,0.4988622935416657,0.8652932562189504
0.1,45,PHATE,0.7683357573569067,0.7476892668075781
0.1,45,HeatGeo,0.7608196741891968,0.7124875368329812
0.1,45,DTNE,0.7950860007614212,0.7630895263758005
0.1,45,EntroPath,0.8535375571592103,0.8416097326651314
0.1,46,Euclidean,0.5259062837372139,
0.1,46,Isomap,0.8557646715294585,0.8448198811838352
0.1,46,Shortest Path,0.8557646715294585,0.8829733475559102
0.1,46,Diffusion Maps,0.5165754969444182,0.9015982306896692
0.1,46,PHATE,0.831588756995615,0.8570379470951693
0.1,46,HeatGeo,0.8155560046599877,0.8722823795846874
0.1,46,DTNE,0.8487219496557589,0.8770207611433345
0.1,46,EntroPath,0.8778808120847211,0.8975434285325848
0.1,47,Euclidean,0.5244769088192746,
0.1,47,Isomap,0.8925857291265754,0.9001171938544349
0.1,47,Shortest Path,0.8925857291265754,0.9222721969978984
0.1,47,Diffusion Maps,0.4923288440676795,0.915414341591216
0.1,47,PHATE,0.8693782631698733,0.8849558715348667
0.1,47,HeatGeo,0.8683639933991021,0.9013814088177724
0.1,47,DTNE,0.9371239927739753,0.9439147213854676
0.1,47,EntroPath,0.9363251328284263,0.9474215612746315
0.1,48,Euclidean,0.522997930342048,
0.1,48,Isomap,0.8561672117740552,0.8186880309741958
0.1,48,Shortest Path,0.8561672117740552,0.858739930764932
0.1,48,Diffusion Maps,0.4840234427724373,0.8936692230206695
0.1,48,PHATE,0.8144184066537773,0.8033792611493435
0.1,48,HeatGeo,0.7922233504011766,0.7539353008208309
0.1,48,DTNE,0.8287025609711763,0.8335836440750406
0.1,48,EntroPath,0.867948341459769,0.8705766827445256
0.1,49,Euclidean,0.5190435444922161,
0.1,49,Isomap,0.8337771109338454,0.7910115222288322
0.1,49,Shortest Path,0.8337771109338454,0.8395623441217607
0.1,49,Diffusion Maps,0.4826332579300161,0.9063354160766571
0.1,49,PHATE,0.8304234656817898,0.8431933847208891
0.1,49,HeatGeo,0.8093174344462021,0.8127012727512406
0.1,49,DTNE,0.8202681094195747,0.8328704558833472
0.1,49,EntroPath,0.856082474637469,0.8557031885086688
0.1,50,Euclidean,0.5211103207692436,
0.1,50,Isomap,0.8074692333937239,0.7438498697441814
0.1,50,Shortest Path,0.8074692333937239,0.7742387639728273
0.1,50,Diffusion Maps,0.4874440417746412,0.8974594567283642
0.1,50,PHATE,0.7891939197594293,0.77398384815606
0.1,50,HeatGeo,0.772897400538858,0.7267419407391383
0.1,50,DTNE,0.7873767084570814,0.7398622873831812
0.1,50,EntroPath,0.8446601714243008,0.8208364761645088
0.1,51,Euclidean,0.5367288448360817,
0.1,51,Isomap,0.8143364902398647,0.75485171689223
0.1,51,Shortest Path,0.8143364902398647,0.7752966364225657
0.1,51,Diffusion Maps,0.4670978176317889,0.8897151308364394
0.1,51,PHATE,0.763843420732138,0.7473958670018193
0.1,51,HeatGeo,0.7555720037045549,0.7105296173334416
0.1,51,DTNE,0.7796256752775789,0.7352313974825252
0.1,51,EntroPath,0.8467025586148932,0.8036800153432573
0.1,52,Euclidean,0.5320550329075949,
0.1,52,Isomap,0.755073772135317,0.6430727631165434
0.1,52,Shortest Path,0.755073772135317,0.6648089385097955
0.1,52,Diffusion Maps,0.5322121070016991,0.925614564662211
0.1,52,PHATE,0.748412782208672,0.7476968438566131
0.1,52,HeatGeo,0.7423875001314473,0.6636782902622483
0.1,52,DTNE,0.7776816852262468,0.8148397593992193
0.1,52,EntroPath,0.8707367227630332,0.8962209403560639
0.1,53,Euclidean,0.5545238779795304,
0.1,53,Isomap,0.8173458942579399,0.7501927632795378
0.1,53,Shortest Path,0.8173458942579399,0.7679149934509297
0.1,53,Diffusion Maps,0.4806639874929958,0.908048762722202
0.1,53,PHATE,0.8037962582011728,0.7978802270399464
0.1,53,HeatGeo,0.7915380566657203,0.7498083554374786
0.1,53,DTNE,0.8171368744236984,0.7823432728811854
0.1,53,EntroPath,0.8784424338678349,0.8509119818062185
0.1,54,Euclidean,0.5251883130619365,
0.1,54,Isomap,0.8637257146996923,0.8392913527078856
0.1,54,Shortest Path,0.8637257146996923,0.8771440532127927
0.1,54,Diffusion Maps,0.5019771839418209,0.9099798060929866
0.1,54,PHATE,0.8349291960146741,0.8490207285632306
0.1,54,HeatGeo,0.8039479535495977,0.8321793943615953
0.1,54,DTNE,0.8834623608673706,0.9005561016559331
0.1,54,EntroPath,0.9075643800376165,0.9199194445991766
0.1,55,Euclidean,0.5303873267099015,
0.1,55,Isomap,0.8137857253829619,0.7419691438091419
0.1,55,Shortest Path,0.8137857253829619,0.7785867145329421
0.1,55,Diffusion Maps,0.4878210610981167,0.8964424473896109
0.1,55,PHATE,0.8000244168390502,0.786911483134961
0.1,55,HeatGeo,0.7852050650475388,0.748514767420497
0.1,55,DTNE,0.7948056117247814,0.7577617641162924
0.1,55,EntroPath,0.8524963945997023,0.834288670580035
0.1,56,Euclidean,0.5148834984902362,
0.1,56,Isomap,0.8494899153713494,0.8106683071535769
0.1,56,Shortest Path,0.8494899153713494,0.8630705777896458
0.1,56,Diffusion Maps,0.5125445780142325,0.9133691361686849
0.1,56,PHATE,0.8404102691886485,0.8569293522339249
0.1,56,HeatGeo,0.8220593258130567,0.8670555165022451
0.1,56,DTNE,0.8432270568519997,0.8724930996902356
0.1,56,EntroPath,0.875759203631846,0.8989800060773631
0.1,57,Euclidean,0.5313957054998971,
0.1,57,Isomap,0.829777462429413,0.7683678067457153
0.1,57,Shortest Path,0.829777462429413,0.8140308737161375
0.1,57,Diffusion Maps,0.49765462093584334,0.9125413112164191
0.1,57,PHATE,0.8071996579363256,0.8013652907151775
0.1,57,HeatGeo,0.7952968118976907,0.7589036416766943
0.1,57,DTNE,0.8052745433332282,0.7814661900342064
0.1,57,EntroPath,0.8697393628443352,0.8618074937686562
0.1,58,Euclidean,0.5311367843944494,
0.1,58,Isomap,0.840657730860926,0.7837380912318022
0.1,58,Shortest Path,0.840657730860926,0.8249276093700003
0.1,58,Diffusion Maps,0.5190508655649148,0.8977318019595384
0.1,58,PHATE,0.8257877301210667,0.8337696433006293
0.1,58,HeatGeo,0.8106755410039855,0.7911687500386831
0.1,58,DTNE,0.87390748407462,0.9012409294932753
0.1,58,EntroPath,0.8868287026050563,0.9100610995069608
0.1,59,Euclidean,0.5340417990661999,
0.1,59,Isomap,0.8193054977331008,0.757320503121681
0.1,59,Shortest Path,0.8193054977331008,0.7743869268155099
0.1,59,Diffusion Maps,0.49642660273680395,0.8997143656573032
0.1,59,PHATE,0.8066535721682163,0.792393135479151
0.1,59,HeatGeo,0.7928339100278369,0.7519235204651876
0.1,59,DTNE,0.8148028674089298,0.7777385670500416
0.1,59,EntroPath,0.8720594237486612,0.8481586953273935
0.1,60,Euclidean,0.5368010654035726,
0.1,60,Isomap,0.8137494638881003,0.7518457242675393
0.1,60,Shortest Path,0.8137494638881003,0.7800008437799981
0.1,60,Diffusion Maps,0.5178197394801004,0.9006727179610827
0.1,60,PHATE,0.7802369899589434,0.766071788726195
0.1,60,HeatGeo,0.759180062074581,0.7018511645019208
0.1,60,DTNE,0.8485434614311662,0.8698387948313496
0.1,60,EntroPath,0.8874907136353463,0.9116076278807572
0.1,61,Euclidean,0.5342062046451154,
0.1,61,Isomap,0.8321659145909291,0.8053201307072455
0.1,61,Shortest Path,0.8321659145909291,0.8449353765043183
0.1,61,Diffusion Maps,0.4764087554460414,0.8986149115165692
0.1,61,PHATE,0.7956641040602885,0.8010646496754383
0.1,61,HeatGeo,0.7759919604163945,0.7533800656679691
0.1,61,DTNE,0.8025814019434643,0.8140182522079358
0.1,61,EntroPath,0.8521647925727128,0.8673055185423043
0.1,62,Euclidean,0.5257118763946538,
0.1,62,Isomap,0.7998794576883038,0.7266235786354138
0.1,62,Shortest Path,0.7998794576883038,0.746027883198356
0.1,62,Diffusion Maps,0.48405280763655106,0.9152487970982489
0.1,62,PHATE,0.8071848176550739,0.7902848375095958
0.1,62,HeatGeo,0.7774915110761087,0.7195479631474898
0.1,62,DTNE,0.8690715515355276,0.8966452995168757
0.1,62,EntroPath,0.8846254513044812,0.9106580764413739
0.1,63,Euclidean,0.5267686715970599,
0.1,63,Isomap,0.8243636924100189,0.7627806617069796
0.1,63,Shortest Path,0.8243636924100189,0.7933369529501988
0.1,63,Diffusion Maps,0.48192128481432916,0.9123904156041985
0.1,63,PHATE,0.8096015798447272,0.7853407078178729
0.1,63,HeatGeo,0.794096050050551,0.7544516285184635
0.1,63,DTNE,0.8408933658248043,0.8472070706884975
0.1,63,EntroPath,0.8791047821087723,0.8802938312226685
0.1,64,Euclidean,0.5407935402911667,
0.1,64,Isomap,0.7782414469930161,0.6994332490021287
0.1,64,Shortest Path,0.7782414469930161,0.7396779798254983
0.1,64,Diffusion Maps,0.5019911459040332,0.8863203419036846
0.1,64,PHATE,0.7326551705206958,0.6999674551179493
0.1,64,HeatGeo,0.7313637143361471,0.6701240857711138
0.1,64,DTNE,0.7579824082596855,0.7084958059863266
0.1,64,EntroPath,0.835639429212354,0.7836984828480306
0.1,65,Euclidean,0.5308993172607326,
0.1,65,Isomap,0.8200587882334562,0.767210255603778
0.1,65,Shortest Path,0.8200587882334562,0.788880050550801
0.1,65,Diffusion Maps,0.5107983452905132,0.9183411622718266
0.1,65,PHATE,0.8009724899702104,0.7976415836829828
0.1,65,HeatGeo,0.7887829515718822,0.7549008673856448
0.1,65,DTNE,0.8125836855379643,0.7985572094733553
0.1,65,EntroPath,0.8646645310658333,0.8744057789818332
0.1,66,Euclidean,0.530757991751882,
0.1,66,Isomap,0.8188322679357698,0.7812907628205995
0.1,66,Shortest Path,0.8188322679357698,0.8404959237599281
0.1,66,Diffusion Maps,0.49309481943749656,0.9056595099374013
0.1,66,PHATE,0.8083888662056254,0.8415847446193068
0.1,66,HeatGeo,0.7862236905569903,0.8398714056022006
0.1,66,DTNE,0.8684824270626306,0.8908226670677681
0.1,66,EntroPath,0.8737066795612523,0.8934803838856366
0.1,67,Euclidean,0.5189329520188023,
0.1,67,Isomap,0.8234066878176326,0.7648545535207545
0.1,67,Shortest Path,0.8234066878176326,0.8032758624845456
0.1,67,Diffusion Maps,0.5109832448318755,0.8981044721452319
0.1,67,PHATE,0.7872618424459978,0.7769851809621028
0.1,67,HeatGeo,0.7721584011885823,0.7402172032600386
0.1,67,DTNE,0.7949282936768686,0.7910309883515331
0.1,67,EntroPath,0.8351449203002403,0.8049124882831806
0.1,68,Euclidean,0.5349419871722648,
0.1,68,Isomap,0.8372437499245118,0.7698298801780772
0.1,68,Shortest Path,0.8372437499245118,0.7995408758335625
0.1,68,Diffusion Maps,0.49343734224920277,0.8871379604096343
0.1,68,PHATE,0.8061877286879175,0.7878432955066124
0.1,68,HeatGeo,0.792743097801153,0.7482850918079159
0.1,68,DTNE,0.8095091772868417,0.7730209142048502
0.1,68,EntroPath,0.8912392189067507,0.8872453651082298
0.1,69,Euclidean,0.5317380060585849,
0.1,69,Isomap,0.8096743446182552,0.7449299393187585
0.1,69,Shortest Path,0.8096743446182552,0.7733962102672959
0.1,69,Diffusion Maps,0.49651929219339397,0.8859812234488117
0.1,69,PHATE,0.770597314926232,0.747982165871975
0.1,69,HeatGeo,0.7618428846142292,0.7095022615677208
0.1,69,DTNE,0.7795038478788945,0.7341874620230536
0.1,69,EntroPath,0.8598593513400847,0.8623074425591175
0.1,70,Euclidean,0.5162954121715513,
0.1,70,Isomap,0.8807919101442615,0.8875478890353586
0.1,70,Shortest Path,0.8807919101442615,0.9133082015347013
0.1,70,Diffusion Maps,0.5212905014369046,0.9100920552228067
0.1,70,PHATE,0.8552479204812617,0.8680881209861688
0.1,70,HeatGeo,0.83755781235738,0.883155640175944
0.1,70,DTNE,0.8900429892649029,0.9097759562468923
0.1,70,EntroPath,0.9003065745845896,0.9203083599983176
0.1,71,Euclidean,0.525660048772885,
0.1,71,Isomap,0.8074584991347026,0.7395586037913853
0.1,71,Shortest Path,0.8074584991347026,0.7744757789562952
0.1,71,Diffusion Maps,0.48226273634414807,0.8845220057994463
0.1,71,PHATE,0.7841146730722719,0.7585389216064489
0.1,71,HeatGeo,0.7713687747199426,0.7217362607534998
0.1,71,DTNE,0.7911431799848874,0.7466938851925963
0.1,71,EntroPath,0.8663180678462354,0.8493261674162907
0.25,42,Euclidean,0.521053895668555,
0.25,42,Isomap,0.7707418248733977,0.6746633534853013
0.25,42,Shortest Path,0.7707418248733977,0.7019917071381037
0.25,42,Diffusion Maps,0.516953954188055,0.9035008060058559
0.25,42,PHATE,0.8025825456962716,0.7852667201378467
0.25,42,HeatGeo,0.7762622853979542,0.7226596585462401
0.25,42,DTNE,0.795116849921958,0.7542514913800744
0.25,42,EntroPath,0.8272455248229507,0.7651175530588118
0.25,43,Euclidean,0.5195635885149783,
0.25,43,Isomap,0.7946299231958323,0.7314193512326734
0.25,43,Shortest Path,0.7946299231958323,0.7498776334856618
0.25,43,Diffusion Maps,0.5134688087557292,0.898816526200037
0.25,43,PHATE,0.783342246327368,0.7573300870630512
0.25,43,HeatGeo,0.7710678147467128,0.7239406338093972
0.25,43,DTNE,0.7921108159695464,0.7427932379237668
0.25,43,EntroPath,0.8520469316287274,0.8130834445315752
0.25,44,Euclidean,0.5282313065203773,
0.25,44,Isomap,0.8149696164989403,0.7597923811658083
0.25,44,Shortest Path,0.8149696164989403,0.800529404962241
0.25,44,Diffusion Maps,0.48372789561447394,0.8949143556530518
0.25,44,PHATE,0.7879401662888501,0.7745644521712809
0.25,44,HeatGeo,0.764509866434719,0.7321282839280002
0.25,44,DTNE,0.8009496558834974,0.8039627926575902
0.25,44,EntroPath,0.8615464164522202,0.8733822724996132
0.25,45,Euclidean,0.5190160604964644,
0.25,45,Isomap,0.7745824336237188,0.7087404818437749
0.25,45,Shortest Path,0.7745824336237188,0.7304602655674685
0.25,45,Diffusion Maps,0.49579368742404245,0.8461991507518023
0.25,45,PHATE,0.7528628573198012,0.7285816741058218
0.25,45,HeatGeo,0.7496377663711737,0.6955270423034341
0.25,45,DTNE,0.7702559302661841,0.7174663857213893
0.25,45,EntroPath,0.8359592073544281,0.8025747023068592
0.25,46,Euclidean,0.5259095668592556,
0.25,46,Isomap,0.7984689482639218,0.7432550701987631
0.25,46,Shortest Path,0.7984689482639218,0.771558454728866
0.25,46,Diffusion Maps,0.522752466139977,0.9045735644796874
0.25,46,PHATE,0.7994600094792141,0.7990669034629928
0.25,46,HeatGeo,0.7812945271359404,0.7648318688736261
0.25,46,DTNE,0.8457548142509694,0.877264031528527
0.25,46,EntroPath,0.866827815740453,0.8967285577691249
0.25,47,Euclidean,0.5244030739942043,
0.25,47,Isomap,0.825496697257037,0.783900784189392
0.25,47,Shortest Path,0.825496697257037,0.8598300040245349
0.25,47,Diffusion Maps,0.488104465236372,0.9230332281516135
0.25,47,PHATE,0.8482113867511835,0.8606905870668068
0.25,47,HeatGeo,0.8222128786976072,0.8689125466922651
0.25,47,DTNE,0.837777392284731,0.8767993887446728
0.25,47,EntroPath,0.8721189873577931,0.8880857276055447
0.25,48,Euclidean,0.522746206260788,
0.25,48,Isomap,0.8358515237491119,0.8046502344670835
0.25,48,Shortest Path,0.8358515237491119,0.8461338091282881
0.25,48,Diffusion Maps,0.4799356667770823,0.8906975171557251
0.25,48,PHATE,0.8161417104430595,0.8111643417707353
0.25,48,HeatGeo,0.7918871602347722,0.7608452861528362
0.25,48,DTNE,0.827866395941965,0.8285001408249171
0.25,48,EntroPath,0.8664929772558954,0.8669282886292997
0.25,49,Euclidean,0.5188951812204902,
0.25,49,Isomap,0.8080532935724619,0.7473478263050445
0.25,49,Shortest Path,0.8080532935724619,0.7760324843818307
0.25,49,Diffusion Maps,0.4888498627940097,0.8962508509134448
0.25,49,PHATE,0.8093085403858086,0.8142683828077704
0.25,49,HeatGeo,0.7872059854912443,0.7745430327731433
0.25,49,DTNE,0.8105586314010715,0.8208615579997206
0.25,49,EntroPath,0.8558899070278384,0.8755471050239836
0.25,50,Euclidean,0.5209227393591691,
0.25,50,Isomap,0.8008880416627232,0.7471310739296075
0.25,50,Shortest Path,0.8008880416627232,0.7793647741295574
0.25,50,Diffusion Maps,0.48414710493159496,0.8848696522225077
0.25,50,PHATE,0.7828042238814603,0.7696288005699548
0.25,50,HeatGeo,0.7663503655416298,0.7206280661058758
0.25,50,DTNE,0.7846274779439271,0.7374243850138283
0.25,50,EntroPath,0.8500316269358403,0.8482255246376943
0.25,51,Euclidean,0.5366744081094603,
0.25,51,Isomap,0.7907586102255333,0.7301230584090844
0.25,51,Shortest Path,0.7907586102255333,0.7447118770879434
0.25,51,Diffusion Maps,0.4725812853108236,0.8764691208156632
0.25,51,PHATE,0.7273112593759342,0.7185481532936139
0.25,51,HeatGeo,0.718846643905286,0.6623876279874172
0.25,51,DTNE,0.7755058043736583,0.7292936407535601
0.25,51,EntroPath,0.8277969346106988,0.8067318604076814
0.25,52,Euclidean,0.531932716578259,
0.25,52,Isomap,0.7263529039542295,0.604911857735174
0.25,52,Shortest Path,0.7263529039542295,0.6537911234333383
0.25,52,Diffusion Maps,0.528548421482513,0.914501322388672
0.25,52,PHATE,0.7116060040365528,0.6809551783008623
0.25,52,HeatGeo,0.7203057283348882,0.6212022299310317
0.25,52,DTNE,0.725922742052708,0.6326298677274074
0.25,52,EntroPath,0.821643085926597,0.854148280347381
0.25,53,Euclidean,0.5543628690651633,
0.25,53,Isomap,0.8154666185179679,0.7506477051799173
0.25,53,Shortest Path,0.8154666185179679,0.7801898226710954
0.25,53,Diffusion Maps,0.4837846171268818,0.9077019029019014
0.25,53,PHATE,0.7951307591363249,0.779968576424098
0.25,53,HeatGeo,0.7843209792531401,0.7359232498907112
0.25,53,DTNE,0.8376980514913267,0.8336026491120937
0.25,53,EntroPath,0.8811096397147523,0.8642559330919214
0.25,54,Euclidean,0.525137148341438,
0.25,54,Isomap,0.7819445073392554,0.7293163264717946
0.25,54,Shortest Path,0.7819445073392554,0.7997463151440586
0.25,54,Diffusion Maps,0.5005947622895532,0.9157539067206276
0.25,54,PHATE,0.8040724139336938,0.8136343805258487
0.25,54,HeatGeo,0.7746785846091214,0.785782602826188
0.25,54,DTNE,0.7952340181171668,0.8089517543065828
0.25,54,EntroPath,0.8666645452501025,0.8822921631513956
0.25,55,Euclidean,0.5300722193716979,
0.25,55,Isomap,0.800439393467755,0.7327528362875132
0.25,55,Shortest Path,0.800439393467755,0.7669094520728834
0.25,55,Diffusion Maps,0.4824603416347814,0.8883907242307342
0.25,55,PHATE,0.7869314199539712,0.7735910176875225
0.25,55,HeatGeo,0.7756677055569828,0.7365758789161848
0.25,55,DTNE,0.7890381486065856,0.7526140846406688
0.25,55,EntroPath,0.8464972723839398,0.8517756361882143
0.25,56,Euclidean,0.5146921121131137,
0.25,56,Isomap,0.7859748855891912,0.7403183494464952
0.25,56,Shortest Path,0.7859748855891912,0.7860576664826407
0.25,56,Diffusion Maps,0.5143619242248754,0.915630603528491
0.25,56,PHATE,0.8102295870014588,0.8248954138721012
0.25,56,HeatGeo,0.7884820751682148,0.8075243031373044
0.25,56,DTNE,0.8125686257723458,0.8454812474322748
0.25,56,EntroPath,0.8578297475772422,0.8907112256195667
0.25,57,Euclidean,0.5314154147997423,
0.25,57,Isomap,0.8231350943985507,0.7641869409201599
0.25,57,Shortest Path,0.8231350943985507,0.8028559175939322
0.25,57,Diffusion Maps,0.5032658400709364,0.906962449108939
0.25,57,PHATE,0.798681617966641,0.7918291727733237
0.25,57,HeatGeo,0.7884483794382177,0.7504919751993114
0.25,57,DTNE,0.8010338270291303,0.7747448428771445
0.25,57,EntroPath,0.8593372410732395,0.8460603201938808
0.25,58,Euclidean,0.5308873528190522,
0.25,58,Isomap,0.8333581566128411,0.7761954137444097
0.25,58,Shortest Path,0.8333581566128411,0.813541382609473
0.25,58,Diffusion Maps,0.5158200858777737,0.8911299935282958
0.25,58,PHATE,0.8054589466204575,0.7995511885319538
0.25,58,HeatGeo,0.7732713591668208,0.7261446496604158
0.25,58,DTNE,0.8110261723376705,0.7954330734128325
0.25,58,EntroPath,0.8636361966809232,0.8643062922444705
0.25,59,Euclidean,0.5338092045925367,
0.25,59,Isomap,0.7979303895844319,0.7343697294112522
0.25,59,Shortest Path,0.7979303895844319,0.7418887475802467
0.25,59,Diffusion Maps,0.49926515779661607,0.8846088787456793
0.25,59,PHATE,0.780933569781888,0.7663204785996602
0.25,59,HeatGeo,0.7584798592344221,0.7106453113899293
0.25,59,DTNE,0.7919693044450153,0.749092540774141
0.25,59,EntroPath,0.8508165789666606,0.8352311680817888
0.25,60,Euclidean,0.536577720222724,
0.25,60,Isomap,0.7550411981501262,0.6721873737709696
0.25,60,Shortest Path,0.7550411981501262,0.703213261128312
0.25,60,Diffusion Maps,0.5041271709698694,0.8907250750840887
0.25,60,PHATE,0.7513111656819401,0.7336967875334065
0.25,60,HeatGeo,0.7406338092041517,0.6782260594298651
0.25,60,DTNE,0.7767652582417336,0.7353500770903469
0.25,60,EntroPath,0.8581760400395394,0.8784312682587542
0.25,61,Euclidean,0.5340359682183434,
0.25,61,Isomap,0.7788854169629861,0.7159206752107286
0.25,61,Shortest Path,0.7788854169629861,0.7454537379260201
0.25,61,Diffusion Maps,0.47407887722014164,0.8703793895679072
0.25,61,PHATE,0.7642541422467991,0.750111380069915
0.25,61,HeatGeo,0.7507603840876895,0.6997942643664176
0.25,61,DTNE,0.7600048287807568,0.7138856061784647
0.25,61,EntroPath,0.8237302706300599,0.8333264940871337
0.25,62,Euclidean,0.5256466616288626,
0.25,62,Isomap,0.7580723589459897,0.6653256357593211
0.25,62,Shortest Path,0.7580723589459897,0.6866019137511701
0.25,62,Diffusion Maps,0.4874653424677805,0.9078663098448624
0.25,62,PHATE,0.780763525629181,0.7600672146523713
0.25,62,HeatGeo,0.7570476554966674,0.6886914434003789
0.25,62,DTNE,0.7932461656616597,0.7471997909232395
0.25,62,EntroPath,0.861277395882626,0.8688014400285728
0.25,63,Euclidean,0.5264904076400062,
0.25,63,Isomap,0.795803511939904,0.7339208410654277
0.25,63,Shortest Path,0.795803511939904,0.7562572547888059
0.25,63,Diffusion Maps,0.4752527456768926,0.8994572767870423
0.25,63,PHATE,0.7972781547312695,0.7763115813056679
0.25,63,HeatGeo,0.7821102547452405,0.7436002278797057
0.25,63,DTNE,0.7994285102836705,0.771841947110943
0.25,63,EntroPath,0.8559248865686597,0.8579943836295025
0.25,64,Euclidean,0.5405274304216674,
0.25,64,Isomap,0.7427891032948908,0.6449415419789475
0.25,64,Shortest Path,0.7427891032948908,0.6874848825418716
0.25,64,Diffusion Maps,0.4966964668618093,0.8555579606597594
0.25,64,PHATE,0.717109922896884,0.6821317800416725
0.25,64,HeatGeo,0.7164223649459864,0.6521989362842082
0.25,64,DTNE,0.7295059952123208,0.6649504098107614
0.25,64,EntroPath,0.8272819085623894,0.7776457152990911
0.25,65,Euclidean,0.5306182155522206,
0.25,65,Isomap,0.7891456882675573,0.7265153231600786
0.25,65,Shortest Path,0.7891456882675573,0.7490024327095982
0.25,65,Diffusion Maps,0.5134062881335564,0.9088286288316832
0.25,65,PHATE,0.7840987561137926,0.7830274317842105
0.25,65,HeatGeo,0.7587193511538052,0.7106539576499963
0.25,65,DTNE,0.8011030104068552,0.7764123113959384
0.25,65,EntroPath,0.8373826056849747,0.8397226224223224
0.25,66,Euclidean,0.5307019399474513,
0.25,66,Isomap,0.7369008759522404,0.5876251958486751
0.25,66,Shortest Path,0.7369008759522404,0.5960962352782998
0.25,66,Diffusion Maps,0.49061706936726623,0.9043163414312262
0.25,66,PHATE,0.7430759054962918,0.7233202129112606
0.25,66,HeatGeo,0.7219274150032975,0.6103182368571675
0.25,66,DTNE,0.7747560552581096,0.8126368791670612
0.25,66,EntroPath,0.8423303094873263,0.860384770648838
0.25,67,Euclidean,0.5186521428311753,
0.25,67,Isomap,0.7889644302646819,0.7283760072739074
0.25,67,Shortest Path,0.7889644302646819,0.7617024549128919
0.25,67,Diffusion Maps,0.5055645050325464,0.8879455832886415
0.25,67,PHATE,0.7699350150608337,0.7541048461310236
0.25,67,HeatGeo,0.7573932153659413,0.7205797597665199
0.25,67,DTNE,0.7780815088780519,0.7487532053804681
0.25,67,EntroPath,0.8434888321863635,0.8258437662389754
0.25,68,Euclidean,0.5347379817806802,
0.25,68,Isomap,0.807249547845995,0.738273539680501
0.25,68,Shortest Path,0.807249547845995,0.7614284918187323
0.25,68,Diffusion Maps,0.49371117864562913,0.8702063613420826
0.25,68,PHATE,0.7731633867083693,0.7477413352449498
0.25,68,HeatGeo,0.7672372971786194,0.710710888270712
0.25,68,DTNE,0.794092555028265,0.7494280683051737
0.25,68,EntroPath,0.8671593784272017,0.838909725158375
0.25,69,Euclidean,0.5314471122302895,
0.25,69,Isomap,0.777198789255739,0.7083544469547087
0.25,69,Shortest Path,0.777198789255739,0.7357518264883194
0.25,69,Diffusion Maps,0.49926772746508397,0.8739369161592809
0.25,69,PHATE,0.7524263106380518,0.7260566518131438
0.25,69,HeatGeo,0.7443785920835794,0.6812329323603245
0.25,69,DTNE,0.7719756539380803,0.726100263006879
0.25,69,EntroPath,0.8398447250930271,0.8236176317941254
0.25,70,Euclidean,0.5160226429633736,
0.25,70,Isomap,0.8049046635314654,0.7546693656873482
0.25,70,Shortest Path,0.8049046635314654,0.8256215983659999
0.25,70,Diffusion Maps,0.5131451969220346,0.9168755641469384
0.25,70,PHATE,0.8005372899039611,0.8195578824292027
0.25,70,HeatGeo,0.7704717110214268,0.8124199094134156
0.25,70,DTNE,0.8558332900857335,0.8815764441853059
0.25,70,EntroPath,0.8792032459104929,0.9056119022762131
0.25,71,Euclidean,0.5255735259168625,
0.25,71,Isomap,0.7606933630291123,0.6674621513459433
0.25,71,Shortest Path,0.7606933630291123,0.7097408461182544
0.25,71,Diffusion Maps,0.4889393496883578,0.8840441546539036
0.25,71,PHATE,0.7564331064503724,0.7286196598411819
0.25,71,HeatGeo,0.7457465965557856,0.6838967546295671
